songid,title,artist,genre,like,lyric,label
5721561,"별, 불, 밤",위아더나잇 (We Are The Night),Rock,1901,달빛 쏟아지네  Felling Fly Away 별을 센다 하나 둘 까만 밤하늘을 한참 헤매다 네 얼굴을 쳐다봐 여기 지금 너와 나 살아있는 거 맞아 별을 세며 셋 둘 불이 번쩍하며 하나 둘 별 불 밤 이런 것들 달빛 쏟아지네 이런 날 별이 쏟아지네 이런 날 불이 타오르네 이거 참 밤이 지나가 밤이 지난다 All Right 넌 그때가  기억이 나니 별 불 밤 이런 것들 그대 쏟아지던 날,휴식.힐링
3884176,작고 작게,정민아,Rock,536,길가에 풀처럼 작고 작게 나름의 쓸모대로  그 정도로만 햇살 한 줌 바람 한 켠 느끼며 작은 목소리로 노래 부르며 살고 싶었지 노래 부르며 살고 싶었지 인생은 어떤이가 만든  길을 따라 가는건지 무엇을 위해 뜻하지 않은 길에 밀려와 너무 많이 울고 있어 누군가 커다란 배를 가져와 이 길의 나를 꺼낸  넓은 바다로 푸른 물결 하염 없는 바다의 작은 물고기로 작고 작게 작고 작게 작고 작게 작고 작게,휴식.힐링
3780561,바이킹,페퍼톤스,Rock,1138,반가운 얼굴로 달려갈거야 모두 다 예전 그대로이겠지 파도가 빛나는 가장 높은 곳 신나게 소리도 질러 볼 거야 바람이 부는 언덕을 넘어 너는 그곳에 있을테니까 해가 지면 나는 다시 떠날게 외로움은 너에게 맡겨두고 밥솥 가득히 저녁을 짓고서 소리 없는 건배를 나누겠어 바람이 부는 언덕을 넘어 나는 그 곳에 언제까지나 어지럽게 흔들리는 밤 칠흑같은 어둠을 뚫고 내가 사랑하는 사람들 활짝 웃어 주면 좋겠어,휴식.힐링
30139535,다 지나간다,김윤아,Rock,707,지난밤은 열병에 시달리다 어지러운 상념에 잠 못 들고 괴로운 순간들이면 나도 모르게 기도처럼 읊조리며 나를 다독인다 다 지나간다 다 잊혀진다 상처는 아물어 언젠가는 꽃으로 피어난다 다 지나간다 모두 지워진다 시간은 흐른다 상처는 아물어 사라진다 어두운 밤이면 별빛은 더 깊어진다 다 지나간다 다 잊혀진다 상처는 아물어 언젠가 꽃으로 피어난다 다 지나간다 모두 잊혀진다 시간은 흐른다 상처는 아물어 사라진다,휴식.힐링
5477286,깃털,국카스텐,Rock,2031,깃털  저 멀리 가늘하게 떨어지던 아픈 꿈은 남겨진 이야길 하네 조용히 이곳은 견딜 수 없이 춥다고 아무도 나와 닮지 않았다고 너마저 기나긴 어제와 기나긴 소음과 더 기나긴 바람의 흔적과 더 기나긴 날개의 노래는 하늘로 떨어진 길이 없는 곳에 남겨진 안개로 가득한 이곳을 바람에 버려진 아픔 없는 곳에 떨어진 어찌할 수 없이 망가진 그대는 바라네 아득하게 사라지던 아름다운 외톨이는 내 두 눈 속에 녹아 고여있네 이렇게,스트레스
2215951,나 아직도 꿈꾸네,달콤한 소금,Rock,651,또 하루가 지나고 이뤄논것 없어도 오늘의 흔적 그것으로 족하네 어디로 가야할지 아직 보이지 않아도 하늘의 별빛 그 빛 따라가려네  조그만한 씨앗이 아름다운 꽃이 되듯이 내맘 설레임 속에 오늘도 기다려 꽃의 향기가 나를 가득 채울때 나의 사랑 그대 한가득 전해지기를 나 아직도 꿈꾸네 나 아직도 꿈꾸네 나 아직도 꿈꾸네 나 아직도 꿈꾸네 그냥 걸어가네  나 아직도 꿈꾸네 나 아직도 꿈꾸네 나 아직도 꿈꾸네 나 아직도 꿈꾸네 그냥 걸어가네,휴식.힐링
3962496,낮은 침대 (Studio Live) (Acoustic Ver.),9와 숫자들,Rock,590,당신의 낮은 침대 위에 살포시 몸을 뉘이면 해야 할 말은 접어두고 슬며시 눈을 감았죠 하늘한 커튼 틈으로는 연한 달빛이 스미고 자꾸만 뒤척이는 걸 보니 당신도 깨어 있군요 동이 터오고 전화벨이 울리면 난 도망가버릴 거에요 한 번은 웃어드리지만 두 번은 곤란한데요 세 번엔 몹시 화가 났고 네 번엔 너무 슬펐어요 좁다란 창문 틈으로는 촉촉한 바람이 들고 용기를 내어보았지만 당신은 잠들었군요 동이 터오고 전화벨이 울리면 난 도망가버릴 거에요,휴식.힐링
2716491,나 지금 뛰어가고 있어,몽니,Rock,3138,밤새 잠 못 이루며 네 모습 기억해 난 혼자라는게 익숙해졌어 벗어나고 싶어 나 지금 뛰어가고 있어 널 만나려고 외로운 내 맘을 보여줄게 넌 어딨니  난 혼자라는게 익숙해졌어 벗어나고 싶어 나 지금 뛰어가고 있어 널 만나려고 외로운 내 맘을 보여줄게 넌 어딨니  난 혼자라는게 힘들어졌어 살아가고 싶어 나 지금 뛰어가고 있어 널 만나려고 외로운 내 맘을 보여줄게 넌 어딨니 나 지금 네게 안겨있어 널 보고있어 다시는 널 보내지 않을게 너를 사랑해,휴식.힐링
5546928,하늘을 보네,하양수,Rock,2179,아나요 나는 잘 지내고 있어요 이제는 어떤 말도 할 수 있어요 시간은 흘러 따뜻한 바람이 불어오네요 우리의 많던 꿈도 잊혀져 가네요  이젠 많이 변했나요 이젠 나를 이해하나요 하늘을 보네 홀가분한 마음으로 눈을 감네 미소를 지어보네 그래요 나는 모든 게 익숙해져요 웃어요 지금 다른 얘기를 해봐요 이젠 많이 변했나요 이젠 나를 이해하나요 하늘을 보네 홀가분한 마음으로 눈을 감네 미소를 지어보네 하늘을 보네 홀가분한 마음으로 길을 걷네 미소를 지어보네,휴식.힐링
4023414,곁에,짙은,Rock,2551,곁에 머물러 그렇게 아무도 모르게 네 향기가 짙게 오늘은 You just call me again  and sing a song again 네 향기가 짙게 작은 너의 마음도 난 느낄 수 있어 너의 향길 난 있는 그대로 와 가진 것 그대로 와 난 너를 느낄게 난 너를 느낄게 있는 그대로 와 가진 것 그대로 와 난 너를 느낄게 난 너를 느낄게 있는 그대로 와 가진 것 그대로 와 난 너를 느낄게 난 너를 느낄게 곁에 머물러 그렇게 아무도 모르게 네 향기가 짙게,휴식.힐링
1936200,손톱,짙은,Rock,560,트랜지스터 라디오에서 흘러나오는 파란색 소리를 마시며 손톱을 깎았어  파란 담배연기가 창문 틈으로 찾아온 정오의 나른한 햇살에 배어들고 그 순간 초침은 멎었어 침대 위로는 돌고래가 잔향처럼 떠돌던 초승달과  뒤섞여 커다란 유선형을 그렸고 잘린 내 손톱 밑으로 스며 들어와 울었어 난 어제까진 네 손을 잡았던 손끝이었어 울었어 난 어제까진 네 손을 잡았던 손끝이었어  울었어 난 어제까진 네 손을 잡았던 손끝이었어 울었어 난 어제까진 네 손을 잡았던 손끝이었어,휴식.힐링
30139530,독,김윤아,Rock,792,아무도 너를 구할 수 없어 어둡고 작은 방에서  넌 우두커니 너를 바라보는 어둠을  바라보았지 누구의 체온으로도 단단한 너의 외로움  녹일 수 없어 언제나 너의 마음 안엔 바람이 이네 우 마음 안엔 언제나 우 바람이 이네 네가 바라보던 어둠이 언젠가는 너를  데려갈 줄 알았어 버려진 기억은 독이 되어 너의 마음을 해치네 내가 널 구할 수 없었을까 누군가 너를  구할 수 없었을까 너를 데려간 어둠만이  허공을 떠도네 우 너를 데려간 어둠이 우 내 안을 떠도네,휴식.힐링
5545969,눈 내린 새벽,"강아솔, 임보라",Rock,774,아침 바람 찬 바람에  어둠이 채 걷히지 않은  이른 새벽 길을 걷는  그댈 위한 내 작은 소망  하얀 눈길 걷는 그대  신발 젖지 않기를  그대 곁에 부드러운  바람 지나 가기를  흑백 사진 속에 그대  입가에 핀 미소처럼  따뜻한 봄 그댈 위해  다시 찾아 와주길  이젠 아네 그대도 나와  같은 꿈을 꾼다는 걸  마른 가지 위에 피어날  꽃을 기다린다는 걸  이젠 아네 그대도 나와 같은 꿈을 꾼다는 걸 마른 가지 위에 피어날 꽃을 기다린다는 걸 봄을 기다린다는 걸,휴식.힐링
1936202,괜찮아,짙은,Rock,2927,그리 길지 않은 하루 쉽지 않게 잊으려 하던 그 순간 이젠 다시 볼 수 없는 음 그냥 한 번 돌아 보며 아무 일도 아닌 척했었지 만 다시 생각하면 조금 씁쓸한 내가 뭘 알겠어 내가 뭘 하겠어 슬프지 않아 그냥 아련할 뿐 뭘 괜찮아  하루 종일 바라보던 울지 않는 전화기는 꺼두고 한참 동안 듣지 않던 슬픈 노랜 괜찮아 이런 날이 오게 되면 그 때라면 편할 수 있을까 그저 살아가는 동안 오긴 할까 한 번은 내가 뭘 알겠어 내가 뭘 믿겠어 죽을 것 같아 그냥 살고 싶어 뭘 괜찮아,휴식.힐링
4350093,행진,들국화,Rock,756,나의 과거는 어두웠지만 나의 과거는 힘이 들었지만 그러나 나의 과거를 사랑할 수 있다면 내가 추억에 그림을 그릴수만 있다면 행진 행진 행진 하는거야 행진 행진 행진 하는거야 나의 미래는 항상 밝을 수는 없겠지 나의 미래는 때로는 힘이 들겠지 그러나 비가 내리면 그 비를 맞으며 꿈이 내리면 두 팔을 벌릴꺼야 행진 행진 행진 하는거야 행진 행진 행진 하는거야 난 노래할꺼야 매일 그대와 아침이 밝아올때까지 행진 행진 행진 하는거야 행진 행진 행진 하는거야 행진 행진 행진 하는거야,휴식.힐링
2221854,난 멋있어,안 편한 사람들,Rock,857,난 멋있어 멋있어 너 보다 난 두려워 두려워 내 모습 믿기지않아 달콤한 내 입술 머리를 밀자 반짝 반짝 반짝 반짝 놀라지마라 젠틀한 콧 수염 머리를 털자  난 멋있어 멋있어 너 보다 난 두려워 두려워 내 모습 믿기지않아 달콤한 내 입술 머리를 밀자 반짝 반짝 반짝 반짝 놀라지마라 젠틀한 콧 수염 머리를 털자 난 멋있어 멋있어 너 보다 난 두려워 두려워 내 모습 We are best in the world We just come on rock'n roll 난 정말 정말 멋있어,스트레스
8039759,겨울로 가기 위해 사는 밤 (Feat. 황득경 Of 노티스노트),안녕의 온도,Rock,3121,지쳐 잠 못 드는 이 밤 누가 알까 공기도 내 맘을 주체 못하는 밤 텁텁한 내 말이 벽에 닿지 못해 사람이 지겨운 어둠뿐인 이 밤 삶은 가볍고 순간적인데 하루는 길고 너무 무겁다 갑갑한 마음이 모여 꿈을 꾸다 짙은 색 밤들이 모여 겨울이다 겨울은 봄을 꿈꾸며 꽃필 날을 보다 어느덧 내 삶은 겨울뿐이더라 겨울로 가기 위해 사는 밤 겨울로 가기 위해 사는 밤 늘 기다린 봄의 그 시간을 잊다 눈물로 또다시 마주하는 이 밤 갑갑한 마음이 모여 꿈을 꾸다 짙은 색 밤들이 모여 겨울이다,휴식.힐링
5759097,"괜찮아, 청춘",로코베리,Rock,853,많이 힘들었지 많이 외로웠지 니맘 알고 있어 어두워진 새벽 혼자란 생각에 외롭게 남겨진 그기분 많이 아파했었지 힘을내 여기까지 왔잖아 가끔 하늘을 보며 쉬어가는거야 지치지 않게 힘을내 넘어져도 괜찮아 나의 손을 잡아 다시 우리 시작하는거야 니가 힘든 이유 아픈 진짜 이유 모두 몰라줄때 너무 속상해서 모든게 다 싫어서 혼자 있고 싶을때면 가끔 울어도 주자 음음음  힘을내 여기까지 왔잖아 가끔 하늘을 보며 쉬어가는거야 지치지 않게 힘을내 넘어져도 괜찮아 나의 손을 잡아 다시 우리 시작하는거야,휴식.힐링
5477297,LOST,국카스텐,Rock,2427,우린 어제 서툰 밤에 달에 취해  삯을 잃었네 삯을 잃었네  어디 있냐고 찾아봐도  이미 바보같이 모두 떨어뜨렸네  남김없이 버렸네  우린 익숙해져  삭혀버린 달에 취해  아무 맛도 없는  식은 다짐들만  마셔대네 마셔대네  마셔대네 마셔대네  우린 이제서야  저문 달에 깨었는데  이젠 파도들의  시체가 중천에  떠다니네 떠다니네 떠다니네 봄날의 틈 속에서 흩어지네  울며 뱉은 입김처럼  꿈에도 가질 수가 없고  꿈에도 알려주지 않던  꿈에도 다시는 시작되지 못 할  꿈에도 우리의 항해여,스트레스
2613360,I Like Watching You Go,검정치마,Rock,2950,I like watching you go 밖으로 보이는 조그만 점이 먼지만큼 작아지도록 뚫어지게 쳐다보는게 나의 아침일과야 어느 아빠나 마음은 똑같겠지만 이게 어딜봐서 비슷한걸까 나는 이마대신 입에 맞추네 키스 평소엔 잊고있던 키스 이제야 생각이 났네 조금 더 적극적이네  니가 잠든 모습을 사랑해 하지만 우리 누운 침대보엔 사막이 배겨있나봐 사막이 배겨있나봐 난 니가 학교가는 뒷모습이 너무좋아  I like watching you go 밖으로 보이는 조그만 점이 먼지만큼 작아지도록 뚫어지게 쳐다보는게,휴식.힐링
7878596,그대로 있어주면 돼,몽니,Rock,2430,얼어붙어 있던 내 맘 그 맘을 녹여주던 그대 손길 곁에 있는 것만으로 내겐 전부였던 그대 비가 오는 거릴 걸을 때 그럴때엔 너를 생각해 같은 공간에 있을 때도 네가 그리울 때가 나는 있어 아무렇지 않은 척 해도 사라질 것 같은 내 맘 활짝 웃어보려 해도 내 맘은 그렇지가 않네 비가 오는 거릴 걸을 때 그럴때엔 너를 생각해 같은 공간에 있을 때도 네가 그리울 때가 나는 있어 사랑하는 나의 그대 내 마음을 알아줬으면 해 사랑하지 않아도 돼 넌 그대로 있어 주면 돼 그대로 있어 주면 돼 그대로 있어 주면 돼,휴식.힐링
5477317,그대여,버즈,Rock,2475,사진 속 앳 되었던 수줍게 꽃 피우던 엄마 깨끗했을 여린 손끝에 음 세월 지나 어른이 됐죠 그대여 그대여 그대여 그대여 날 품 안에 꼬옥 안고서 잘 되라고 토닥이고 깊게 패어진 주름 내가 다치게 한 것 같아 미안해 미안해 넘어져 울면 바로 세워주던 그 손길에 채워준 사랑을 잊지 못해 그대여 그대여 그대여 그대여 잊지 못해 다시 그렇게 그렇게 울다 지쳐 잠이 든 날 이제는 더 이상 움직일 수 없을 때도 날 oh 날 그대여 그대여 그대여 그대여 그대여 그대여 잊지 못해 그대여 그대여 그대여 그대여 잊지 못해,휴식.힐링
4850153,한 번 더 생각해봐,페이퍼컷 프로젝트,Rock,540,갑자기 왜 이래 내가 노력했잖아 지금 만나서 얘기해   내가 거기로 갈게 나한테 왜 이래 우리 행복했잖아 이제 아무 말하지 마  내가 더 노력할게 우리 지난날 정말 많이 힘들었었니  아니면 나 말고 다른 누군가 생겼니 지난 그 사람 얘기  내가 너무 많이 꺼냈니 내가 미안해 한 번 더 생각해봐 나한테 왜 이래 우리 행복했잖아 이제 아무 말하지 마 내가 더 노력할게 우리 지난날 정말 많이 힘들었었니 아니면 나 말고 다른 누군가 생겼니 지난 그 사람 얘기  내가 너무 많이 꺼냈니 내가 미안해 한 번 더 생각해봐,휴식.힐링
5610610,기다림,하동균,Rock,1155,미칠 것 같아 기다림 내게 아직도 어려워 보이지 않는 네가 미웠어 참을 수밖에 내게 주어진 다른 길 없어 속삭여 불러보는 네 이름 어두운 바다를 떠돌아다니는 부서진 조각배 위에 누윈 내 작은 몸 언젠가 그대가  날 아무 말 없이 안아 주겠죠 그 품안에 아주 오래도록 참을 수밖에 내게 주어진 다른 길 없어 속삭여 불러보는 네 이름 나에게 지워진 시간의 무게가 견디기 힘이 들도록 쌓여간다 해도 언젠가 그대가 날 아무 말 없이 안아 주겠죠 그댄 나를 아무 말 없이 안아주겠죠 그 품안에 오래도록 그 품안에 오래도록,휴식.힐링
2951897,아주 오래전 일,이적,Rock,669,손가락에 깊이 새겨진 그대가 준 노란 반지자국 언젠가는 사라지겠지 설마 영원하진 않겠지 아주 오래전이지 그대와 나 함께 했던 것이 아주 오래전이겠지 마치 어제처럼 또렷하지만  콧속 깊이 들이숨쉬면 아스라히 느껴지는 향기 언젠가는 지워지겠지 설마 영원할 순 없겠지 아주 오래전이지 그대와 나 함께 했던 것이 아주 오래전이겠지 마치 어제처럼 또렷하지만 덜컹대는 마차로 자갈길을 달리는 것처럼 가만 있으려 해도 마음 한구석이 자꾸만 흔들려 아주 오래전이지 그대와 나 함께 했던 것이 아주 오래전이겠지 마치 어제처럼 또렷하지만,휴식.힐링
5644625,너무 아픈 사랑은 사랑이 아니었음을,하동균,Rock,801,그대 보내고 멀리   가을새와 작별하듯  그대 떠나보내고  돌아와 술잔 앞에 앉으면 눈물 나누나 그대 보내고 아주  지는 별빛 바라볼 때  눈에 흘러내리는  못다한 말들 그 아픈 사랑  지울 수 있을까 어느 하루 비라도 추억처럼  흩날리는 거리에서   쓸쓸한 사람 되어 고개 숙이면  그대 목소리  너무 아픈 사랑은 사랑이 아니었음을 이제 우리 다시는 사랑으로 세상에 오지말기 그립던 말들도 묻어버리기 못다한 사랑 너무 아픈 사랑은 사랑이 아니었음을 너무 아픈 사랑은 사랑이 아니었음을 너무 아픈 사랑은 사랑이 아니었음을,휴식.힐링
2773366,비야,Yellow Monsters,Rock,636,떨어지는 저 빗방울처럼 잡지 못한 너였기에 떨어지는 젖은 낙엽 하나 그냥 지나치지 못해 하얗게 펼쳐진 어둠 속을 걸어 잡을 수 없는 널 불러 보네 차갑게 펼쳐진 저 빗속을 걸어 너에게 흘러가기를 바래 바람은 왜 안개 속으로 가 흐느끼고 있는 걸까  비야 나를 더 적셔주오 차가워진 그대와 흐르고 싶어 하얗게 펼쳐진 어둠 속을 걸어 잡을 수 없는 널 불러 보네 차갑게 펼쳐진 저 빗속을 걸어 너에게 흘러가기를 바래 하얗게 펼쳐진 어둠속을 걸어 잡을 수 없는 널 불러 보네 차갑게 펼쳐진 저 빗속을 걸어 너에게 흘러가기를 바래,휴식.힐링
8096338,내 고향 서울엔,검정치마,Rock,5269,부산 집 화단엔 동백나무 꽃이 피었고 내 고향 서울엔 아직 눈이 와요 안부를 물어 볼 때면 틀리지 않고 말할 수 있죠 거긴 벌써 봄이 왔군요 하지만 내 고향 서울엔 아직 눈이 와요 눈 비비며 겨울잠을 이겼더니  내 고향 서울엔 아직 눈이 와요 쌓여도 난 그대로 둘 거에요 발 디딜 틈 없는 명동 거리로 그대 살던 홍대 이층집 뜰에 우리 할아버지 산소 위로 조용히 쌓여만 가네 내 고향 서울엔 아직 눈이 와요 얼었던 내 마음도 열 틈 없이 내 사랑 서울엔 아직 눈이 와요 쌓여도 난 그대로 둘 거에요 쌓여도 난 그대로 둘 거에요,휴식.힐링
4099758,술자리,몽니,Rock,6786,다들 오랜만이야 그 동안  어떻게 지냈어 술 한잔 하면서 이야기를  나눠보자  술자리에 모여 함께 웃고 울며 때론 엉뚱한 얘기들로  다투기도 하고  밤새도록 시간 가는 줄 모르고  아름다운 추억을 만들어가네 나도 나이가 들고 하루하루  책임을 다하며 때론 주저앉아 바보같이  울기도해 술자리에 모여 함께 웃고 울며 때론 엉뚱한 얘기들로  다투기도 하고  밤새도록 시간 가는 줄 모르고  아름다운 추억을 만들어가네 나의 사람들아 영원 할 순  없겠지  주어진 이 시간을 한없이  누려보자 마지막 순간에 오늘이  웃으며 서로가 기억되기를,휴식.힐링
8028129,눈이 마주쳤을 때,O.O.O,Rock,676,하나 둘 셋 넷 너가 오고 있어 하나 둘 셋 넷 너에게 가고 있어 눈이 마주쳤을 때 서로를 스칠 때 호기심만 남기고 너가 멀어져 갈 때 너의 뒤를 따라가 너를 불러 세우고 다시 눈이 마주쳤을 때 나도 몰래 널 불러버렸어 어떡하지 너가 내 눈 앞에 있어 눈이 마주쳤을 때 조금 놀란 널 볼 때 내가 왜 이랬을까 바보 같은 날 탓하며 먼 산만 바라보다 바닥도 쳐다보다 다시 눈이 마주쳤을 때 우 우 우 우 눈이 마주쳤을 때 흔들리던 네 눈빛 긴장일까 불안일까 혹은 작은 설렘일까 나의 어떤 말 한마디가 너를 웃게 만들까 다시 눈이 마주쳤을 때,휴식.힐링
